iter	F1	Logloss
986	1	0.02263566815
987	1	0.02259781608
988	1	0.02255436091
989	1	0.02253099679
990	1	0.02250323097
991	1	0.02245543513
992	1	0.02241840685
993	1	0.02240407609
994	1	0.0223512613
995	1	0.02231816765
996	1	0.02228946015
997	1	0.02225262034
998	1	0.0222471445
999	1	0.02218274104
